ticker,country,company_name,industry,sector,sub_industry,exchange,currency,market_cap_category,active,is_etf,yahoo_ticker,industry_keyword_1,industry_keyword_2,industry_keyword_3,ai_generated,ai_enhanced_at,competitor_1_name,competitor_1_ticker,competitor_2_name,competitor_2_ticker,competitor_3_name,competitor_3_ticker,upstream_1_name,upstream_1_ticker,upstream_2_name,upstream_2_ticker,downstream_1_name,downstream_1_ticker,downstream_2_name,downstream_2_ticker,geographic_markets,subsidiaries,financial_last_price,financial_price_change_pct,financial_yesterday_return_pct,financial_ytd_return_pct,financial_market_cap,financial_enterprise_value,financial_volume,financial_avg_volume,financial_analyst_target,financial_analyst_range_low,financial_analyst_range_high,financial_analyst_count,financial_analyst_recommendation,financial_snapshot_date,created_at,updated_at,data_source
EVTL,CA,Vertical Aerospace Ltd.,Aerospace & Defense,Industrials,Aerospace & Defense,,,,FALSE,FALSE,EVTL,eVTOL certification progress,battery technology development,urban air mobility investment,TRUE,2025-11-10T06:04:48.996412,"Joby Aviation, Inc.",JOBY,Archer Aviation Inc.,ACHR,EHang Holdings Limited,EH,Rolls-Royce Holdings plc,RR.L,Honeywell International Inc.,HON,American Airlines Group Inc.,AAL,"Japan Airlines Co., Ltd.",JAPSY,"United Kingdom (major), Europe (major), United States (minor)",,,,,,,,,,,,,,,,,,csv_import
EVTV,CA,"Envirotech Vehicles, Inc.",Automobiles & Components,Consumer Discretionary,Automobile Manufacturers,,,,FALSE,FALSE,EVTV,Commercial EV Adoption,EV Subsidies,battery costs,TRUE,2025-11-10T06:05:38.112236,Workhorse Group Inc.,WKHS,Cenntro Electric Group Limited,CENN,Mullen Automotive Inc.,MULN,,,,,,,,,United States (major),,,,,,,,,,,,,,,,,,csv_import
EW,CA,Edwards Lifesciences Corporation,Health Care Equipment & Supplies,Health Care,Health Care Equipment,,,,FALSE,FALSE,EW,TAVR Procedure Volumes,Hospital Capital Spending,Medical Device Reimbursement,TRUE,2025-11-10T06:05:38.112248,Medtronic plc,MDT,Boston Scientific Corporation,BSX,Abbott Laboratories,ABT,,,,,,,,,"United States (major), Europe (major), Japan (major)",,,,,,,,,,,,,,,,,,csv_import
EWBC,CA,"East West Bancorp, Inc.",Banks,Financials,Regional Banks,,,,FALSE,FALSE,EWBC,interest rates,Commercial Loan Demand,credit quality,TRUE,2025-11-10T06:05:38.112254,Western Alliance Bancorporation,WAL,"Banc of California, Inc.",BANC,"Zions Bancorporation, National Association",ZION,,,,,,,,,"United States - West Coast (major), Greater China (major)",East West Bank,,,,,,,,,,,,,,,,,csv_import
EWCZ,CA,"European Wax Center, Inc.",Household & Personal Products,Consumer Staples,Personal Care Products,,,,FALSE,FALSE,EWCZ,Consumer Spending,Franchise Unit Growth,labor costs,TRUE,2025-11-10T06:05:38.112258,"Ulta Beauty, Inc.",ULTA,Regis Corporation,RGS,"Planet Fitness, Inc.",PLNT,,,,,,,,,United States (major),,,,,,,,,,,,,,,,,,csv_import
EWTX,CA,"Edgewise Therapeutics, Inc.","Pharmaceuticals, Biotechnology & Life Sciences",Health Care,Biotechnology,,,,FALSE,FALSE,EWTX,Clinical Trial Results,Neuromuscular Disease Treatment,Biotech Funding Environment,TRUE,2025-11-10T06:05:38.112262,"Sarepta Therapeutics, Inc.",SRPT,"PTC Therapeutics, Inc.",PTCT,"Capricor Therapeutics, Inc.",CAPR,,,,,,,,,"United States (major), Europe (major)",,,,,,,,,,,,,,,,,,csv_import
EXAS,CA,Exact Sciences Corporation,Health Care Equipment & Services,Health Care,Life Sciences Tools & Services,,,,FALSE,FALSE,EXAS,Cancer Screening Rates,Diagnostic Reimbursement,Liquid Biopsy Competition,TRUE,2025-11-10T06:06:35.421875,"Guardant Health, Inc.",GH,"Illumina, Inc.",ILMN,"Natera, Inc.",NTRA,Thermo Fisher Scientific Inc.,TMO,,,,,,,"United States (major), Europe (minor), Asia (minor)",,,,,,,,,,,,,,,,,,csv_import
EXC,CA,Exelon Corporation,Electric Utilities,Utilities,Electric Utilities,,,,FALSE,FALSE,EXC,Utility Rate Cases,Electricity Demand,interest rates,TRUE,2025-11-10T06:06:35.421890,Public Service Enterprise Group Incorporated,PEG,"Dominion Energy, Inc.",D,"American Electric Power Company, Inc.",AEP,Constellation Energy Corporation,CEG,General Electric Company,GE,,,,,"United States - Mid-Atlantic (major), United States - Midwest (major)","Commonwealth Edison, PECO Energy, Baltimore Gas and Electric",,,,,,,,,,,,,,,,,csv_import
EXE,CA,Expand Energy Corporation,"Oil, Gas & Consumable Fuels",Energy,Oil & Gas Exploration & Production,,,,FALSE,FALSE,EXE,natural gas price,oil price,WCS-WTI Differential,TRUE,2025-11-10T06:06:35.421897,Peyto Exploration & Development Corp.,PEY.TO,Whitecap Resources Inc.,WCP.TO,Birchcliff Energy Ltd.,BIR.TO,Precision Drilling Corporation,PD.TO,Halliburton Company,HAL,Enbridge Inc.,ENB.TO,TC Energy Corporation,TRP.TO,Canada (major),,,,,,,,,,,,,,,,,,csv_import
EXEL,CA,"Exelixis, Inc.",Biotechnology & Pharmaceuticals,Health Care,Biotechnology,,,,FALSE,FALSE,EXEL,Oncology Drug Sales,Drug Pricing Policy,Clinical Trial Results,TRUE,2025-11-10T06:06:35.421906,Bristol Myers Squibb Company,BMY,"Merck & Co., Inc.",MRK,Incyte Corporation,INCY,,,,,McKesson Corporation,MCK,"Cencora, Inc.",COR,"United States (major), Europe (major), Rest of World (minor)",,,,,,,,,,,,,,,,,,csv_import
EXE.TO,CA,Extendicare Inc.,Health Care Providers & Services,Health Care,Health Care Facilities,,,,FALSE,FALSE,EXE.TO,Senior Housing Occupancy,Government Healthcare Funding,Healthcare Labor Costs,TRUE,2025-11-10T06:06:35.421913,Sienna Senior Living Inc.,SIA.TO,Chartwell Retirement Residences,CSH-UN.TO,,,Sysco Corporation,SYY,,,,,,,Canada (major),"ParaMed Home Health Care, Esprit Lifestyle Communities",,,,,,,,,,,,,,,,,csv_import
EXFY,CA,"Expensify, Inc.",Software,Information Technology,Application Software,,,,FALSE,FALSE,EXFY,SMB IT Spending,Business Travel Volume,Cloud Software Adoption,TRUE,2025-11-10T06:07:28.722946,"Bill Holdings, Inc.",BILL,Intuit Inc.,INTU,"Workday, Inc.",WDAY,,,,,,,,,"United States (major), United Kingdom (minor), Australia (minor)",,,,,,,,,,,,,,,,,,csv_import
EXK,CA,Endeavour Silver Corp.,Metals & Mining,Materials,Silver,,,,FALSE,FALSE,EXK,silver price,gold price,mining costs,TRUE,2025-11-10T06:07:28.722959,First Majestic Silver Corp.,AG,Pan American Silver Corp.,PAAS,Hecla Mining Company,HL,,,,,,,,,Mexico (major),,,,,,,,,,,,,,,,,,csv_import
EXLS,CA,"ExlService Holdings, Inc.",IT Services,Information Technology,IT Consulting & Other Services,,,,FALSE,FALSE,EXLS,IT Outsourcing Demand,Wage Inflation,Digital Transformation Spending,TRUE,2025-11-10T06:07:28.722964,Genpact Limited,G,WNS (Holdings) Limited,WNS,Cognizant Technology Solutions Corporation,CTSH,,,,,,,,,"United States (major), Europe (major), Asia-Pacific (minor)",EXL Analytics,,,,,,,,,,,,,,,,,csv_import
EXOD,CA,"Exodus Movement, Inc.",Software,Information Technology,Infrastructure Software,,,,FALSE,FALSE,EXOD,cryptocurrency trading volume,bitcoin price,crypto adoption,TRUE,2025-11-10T06:07:28.722968,"Coinbase Global, Inc.",COIN,"Robinhood Markets, Inc.",HOOD,"Bakkt Holdings, Inc.",BKKT,,,,,,,,,Global operations,,,,,,,,,,,,,,,,,,csv_import
EXOZ,CA,"eXoZymes, Inc.","Pharmaceuticals, Biotechnology & Life Sciences",Health Care,Biotechnology,,,,FALSE,FALSE,EXOZ,Biotech Funding Environment,Clinical Trial Data,FDA Regulatory Policy,TRUE,2025-11-10T06:07:28.722972,"Capricor Therapeutics, Inc.",CAPR,"Direct Biologics, Inc.",DXLG,Organicell Regenerative Medicine Inc.,OCEL,,,,,,,,,United States (major),,,,,,,,,,,,,,,,,,csv_import
EXP,CA,Eagle Materials Inc.,Construction Materials,Materials,Construction Materials,,,,FALSE,FALSE,EXP,US construction spending,cement prices,natural gas prices,TRUE,2025-11-10T06:08:26.024193,"Martin Marietta Materials, Inc.",MLM,Vulcan Materials Company,VMC,"Summit Materials, Inc.",SUM,,,,,,,,,United States (major),"American Gypsum Company, Central Plains Cement Company",,,,,,,,,,,,,,,,,csv_import
EXPD,CA,"Expeditors International of Washington, Inc.",Air Freight & Logistics,Industrials,Air Freight & Logistics,,,,FALSE,FALSE,EXPD,global freight volumes,global freight rates,global trade activity,TRUE,2025-11-10T06:08:26.024207,Kuehne + Nagel International AG,KHNGY,DSV A/S,DSDVY,"C.H. Robinson Worldwide, Inc.",CHRW,A.P. Møller - Mærsk A/S,AMKBY,"United Parcel Service, Inc.",UPS,,,,,"Asia (major), North America (major), Europe (major)",,,,,,,,,,,,,,,,,,csv_import
EXPE,CA,"Expedia Group, Inc.","Hotels, Restaurants & Leisure",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",,,,FALSE,FALSE,EXPE,global travel demand,hotel ADR,digital advertising spending,TRUE,2025-11-10T06:08:26.024212,Booking Holdings Inc.,BKNG,"Airbnb, Inc.",ABNB,"Tripadvisor, Inc.",TRIP,"Marriott International, Inc.",MAR,Hilton Worldwide Holdings Inc.,HLT,,,,,"North America (major), Europe (major), Asia-Pacific (minor)","Vrbo, Hotels.com, Orbitz Worldwide",,,,,,,,,,,,,,,,,csv_import
EXPI,CA,"eXp World Holdings, Inc.",Real Estate Management & Development,Real Estate,Real Estate Services,,,,FALSE,FALSE,EXPI,existing home sales,median home prices,mortgage rates,TRUE,2025-11-10T06:08:26.024216,Anywhere Real Estate Inc.,HOUS,"Compass, Inc.",COMP,Redfin Corporation,RDFN,,,,,,,,,"United States (major), Canada (major), International (minor)","eXp Realty, Virbela, SUCCESS Enterprises",,,,,,,,,,,,,,,,,csv_import
EXPO,CA,"Exponent, Inc.",Professional Services,Industrials,Research & Consulting Services,,,,FALSE,FALSE,EXPO,product liability trends,regulatory compliance spending,industrial accident investigations,TRUE,2025-11-10T06:08:26.024220,"FTI Consulting, Inc.",FCN,"CRA International, Inc.",CRAI,,,,,,,,,,,"United States (major), Europe (minor), Asia (minor)",,,,,,,,,,,,,,,,,,csv_import
EXR,CA,Extra Space Storage Inc.,Equity Real Estate Investment Trusts (REITs),Real Estate,Self-Storage REITs,,,,FALSE,FALSE,EXR,self-storage rental rates,self-storage occupancy rates,new storage supply,TRUE,2025-11-10T06:09:14.416152,Public Storage,PSA,CubeSmart,CUBE,National Storage Affiliates Trust,NSA,,,,,,,,,United States (major),,,,,,,,,,,,,,,,,,csv_import
EXRO.TO,CA,Exro Technologies Inc.,Electrical Equipment,Industrials,Electrical Components & Equipment,,,,FALSE,FALSE,EXRO.TO,EV adoption,electric motor demand,rare earth prices,TRUE,2025-11-10T06:09:14.416169,BorgWarner Inc.,BWA,Vitesco Technologies Group AG,VTSC.DE,Nidec Corporation,NJDCY,ON Semiconductor Corporation,ON,,,Linamar Corporation,LNR.TO,,,"Canada (major), United States (major), Europe (minor)",,,,,,,,,,,,,,,,,,csv_import
EXTR,CA,"Extreme Networks, Inc.",Communications Equipment,Information Technology,Networking Equipment,,,,FALSE,FALSE,EXTR,network infrastructure spending,enterprise IT budgets,Wi-Fi 6 adoption,TRUE,2025-11-10T06:09:14.416178,"Cisco Systems, Inc.",CSCO,"Arista Networks, Inc.",ANET,"Juniper Networks, Inc.",JNPR,Broadcom Inc.,AVGO,Flex Ltd.,FLEX,TD Synnex Corporation,SNX,"Arrow Electronics, Inc.",ARW,"Americas (major), Europe, Middle East & Africa (major), Asia-Pacific (minor)",,,,,,,,,,,,,,,,,,csv_import
EYE,CA,"National Vision Holdings, Inc.",Specialty Retail,Consumer Discretionary,Specialty Stores,,,,FALSE,FALSE,EYE,consumer spending,vision care demand,managed care enrollment,TRUE,2025-11-10T06:09:14.416185,EssilorLuxottica Société anonyme,ESLOY,Warby Parker Inc.,WRBY,,,"The Cooper Companies, Inc.",COO,,,,,,,United States (major),,,,,,,,,,,,,,,,,,csv_import
EYPT,CA,"EyePoint Pharmaceuticals, Inc.",Biotechnology,Health Care,Biotechnology,,,,FALSE,FALSE,EYPT,ophthalmology drug sales,FDA drug approvals,drug pricing policy,TRUE,2025-11-10T06:09:14.416194,"Regeneron Pharmaceuticals, Inc.",REGN,Roche Holding AG,RHHBY,"Apellis Pharmaceuticals, Inc.",APLS,"Catalent, Inc.",CTLT,,,"Cencora, Inc.",COR,McKesson Corporation,MCK,United States (major),,,,,,,,,,,,,,,,,,csv_import
EZGO,CA,EZGO Technologies Ltd.,Automobile Manufacturers,Consumer Discretionary,Motorcycle Manufacturers,,,,FALSE,FALSE,EZGO,E-bike Sales,lithium prices,China Consumer Spending,TRUE,2025-11-10T06:10:10.822507,Niu Technologies,NIU,Yadea Group Holdings Ltd.,1585.HK,,,Contemporary Amperex Technology Co. Limited,300750.SZ,,,,,,,China (major),,,,,,,,,,,,,,,,,,csv_import
EZPW,CA,"EZCORP, Inc.",Consumer Finance,Financials,Consumer Finance,,,,FALSE,FALSE,EZPW,gold price,Pawn Loan Demand,Used Goods Prices,TRUE,2025-11-10T06:10:10.822521,"FirstCash Holdings, Inc.",FCFS,,,,,,,,,,,,,"United States (major), Mexico (major), Latin America (minor)",,,,,,,,,,,,,,,,,,csv_import
F,CA,Ford Motor Company,Automobile Manufacturers,Consumer Discretionary,Automobile Manufacturers,,,,FALSE,FALSE,F,Auto Sales,EV Adoption,steel prices,TRUE,2025-11-10T06:10:10.822526,General Motors Company,GM,Stellantis N.V.,STLA,Toyota Motor Corporation,TM,Magna International Inc.,MGA,"SK Innovation Co., Ltd.",096770.KS,,,,,"North America (major), Europe (major), China (minor)","Ford Motor Credit Company, Lincoln Motor Company",,,,,,,,,,,,,,,,,csv_import
FA,CA,First Advantage Corporation,Human Resource & Employment Services,Industrials,Human Resource & Employment Services,,,,FALSE,FALSE,FA,Hiring Velocity,Labor Participation Rate,Wage Growth,TRUE,2025-11-10T06:10:10.822530,Sterling Check Corp.,STER,"Automatic Data Processing, Inc.",ADP,,,,,,,,,,,"North America (major), Europe (minor), Asia-Pacific (minor)",,,,,,,,,,,,,,,,,,csv_import
FACT,CA,FACT II Acquisition Corp,Shell Companies,Financials,Shell Companies,,,,FALSE,FALSE,FACT,SPAC Market Sentiment,IPO Activity,Merger Arbitrage Spreads,TRUE,2025-11-10T06:10:10.822534,,,,,,,,,,,,,,,United States (major),,,,,,,,,,,,,,,,,,csv_import
FAF,CA,First American Financial Corporation,Insurance,Financials,Title Insurance,,,,FALSE,FALSE,FAF,existing home sales,mortgage rates,refinancing activity,TRUE,2025-11-10T06:11:00.335504,"Fidelity National Financial, Inc.",FNF,Stewart Information Services Corporation,STC,Old Republic International Corporation,ORI,,,,,,,,,"United States (major), Canada (minor), International (minor)","First American Title Insurance Company, First American Home Buyers Protection Corporation, First American Mortgage Solutions",,,,,,,,,,,,,,,,,csv_import
FAMI,CA,"Farmmi, Inc.",Food Products,Consumer Staples,Packaged Foods & Meats,,,,FALSE,FALSE,FAMI,mushroom prices,China consumer spending,agricultural input costs,TRUE,2025-11-10T06:11:00.335515,,,,,,,,,,,,,,,"China (major), Japan (minor), North America (minor)","Zhejiang Farmmi Food Co., Ltd., Zhejiang Forasen Food Co., Ltd.",,,,,,,,,,,,,,,,,csv_import
FANG,CA,"Diamondback Energy, Inc.","Oil, Gas & Consumable Fuels",Energy,Oil & Gas Exploration & Production,,,,FALSE,FALSE,FANG,oil price,natural gas price,oilfield service costs,TRUE,2025-11-10T06:11:00.335524,Pioneer Natural Resources Company,PXD,Devon Energy Corporation,DVN,"EOG Resources, Inc.",EOG,Halliburton Company,HAL,SLB,SLB,"Plains All American Pipeline, L.P.",PAA,Phillips 66,PSX,United States - Permian Basin (major),"Rattler Midstream LP, Viper Energy Partners LP",,,,,,,,,,,,,,,,,csv_import
FARM,CA,Farmer Bros. Co.,"Food, Beverage & Tobacco",Consumer Staples,Packaged Foods & Meats,,,,FALSE,FALSE,FARM,coffee bean prices,restaurant traffic,shipping costs,TRUE,2025-11-10T06:11:00.335529,"Westrock Coffee Company, LLC",WEST,The J. M. Smucker Company,SJM,Keurig Dr Pepper Inc.,KDP,,,,,,,,,United States (major),,,,,,,,,,,,,,,,,,csv_import
FAR.TO,CA,Foraco International SA,Metals & Mining,Materials,Diversified Metals & Mining,,,,FALSE,FALSE,FAR.TO,mining exploration budgets,industrial metal prices,mining capital expenditures,TRUE,2025-11-10T06:11:00.335534,Major Drilling Group International Inc.,MDI.TO,Capital Limited,CAPD.L,,,Epiroc AB,EPI-A.ST,Sandvik AB,SAND.ST,BHP Group Limited,BHP,Rio Tinto Group,RIO,"Canada (major), Australia (major), South America (major), Africa (minor)",,,,,,,,,,,,,,,,,,csv_import
FAST,CA,Fastenal Company,Trading Companies & Distributors,Industrials,Trading Companies & Distributors,,,,FALSE,FALSE,FAST,Manufacturing Activity,Nonresidential Construction,Freight Costs,TRUE,2025-11-10T06:11:40.518654,"W.W. Grainger, Inc.",GWW,"MSC Industrial Direct Co., Inc.",MSM,"WESCO International, Inc.",WCC,,,,,,,,,"United States (major), Canada (major), Mexico (minor)",,,,,,,,,,,,,,,,,,csv_import
FAT,CA,FAT Brands Inc.,"Hotels, Restaurants & Leisure",Consumer Discretionary,Restaurants,,,,FALSE,FALSE,FAT,Restaurant Traffic,Food Commodity Prices,Labor Costs,TRUE,2025-11-10T06:11:40.518669,"Dine Brands Global, Inc.",DIN,"Brinker International, Inc.",EAT,Shake Shack Inc.,SHAK,Sysco Corporation,SYY,US Foods Holding Corp.,USFD,,,,,"United States (major), Global (minor)","Fatburger, Johnny Rockets, Round Table Pizza",,,,,,,,,,,,,,,,,csv_import
FATBB,CA,FAT Brands Inc.,"Hotels, Restaurants & Leisure",Consumer Discretionary,Restaurants,,,,FALSE,FALSE,FATBB,Restaurant Traffic,Food Commodity Prices,Labor Costs,TRUE,2025-11-10T06:11:40.518674,"Dine Brands Global, Inc.",DIN,"Brinker International, Inc.",EAT,Shake Shack Inc.,SHAK,Sysco Corporation,SYY,US Foods Holding Corp.,USFD,,,,,"United States (major), Global (minor)","Fatburger, Johnny Rockets, Round Table Pizza",,,,,,,,,,,,,,,,,csv_import
FATE,CA,"Fate Therapeutics, Inc.",Biotechnology,Health Care,Biotechnology,,,,FALSE,FALSE,FATE,Biotech Funding Environment,Cell Therapy Clinical Data,FDA Regulatory Policy,TRUE,2025-11-10T06:11:40.518679,"Allogene Therapeutics, Inc.",ALLO,"Nkarta, Inc.",NKTX,CRISPR Therapeutics AG,CRSP,Thermo Fisher Scientific Inc.,TMO,,,,,,,United States (major),,,,,,,,,,,,,,,,,,csv_import
FATN,CA,"FatPipe, Inc.",Software & Services,Information Technology,Systems Software,,,,FALSE,FALSE,FATN,Enterprise Software Spending,Cloud Infrastructure Spending,Cybersecurity Budgets,TRUE,2025-11-11T04:16:32.897038,"Cisco Systems, Inc.",CSCO,"Palo Alto Networks, Inc.",PANW,"Fortinet, Inc.",FTNT,"Amazon.com, Inc.",AMZN,Microsoft Corporation,MSFT,CDW Corporation,CDW,,,"North America (major), Europe (major), Asia-Pacific (minor)",,,,,,,,,,,,,,,,,,csv_import
FBGL,CA,FBS Global Limited,Capital Goods,Industrials,Construction & Engineering,,,,FALSE,FALSE,FBGL,Construction Activity,Infrastructure Spending,steel prices,TRUE,2025-11-10T06:12:21.138450,"Sterling Infrastructure, Inc.",STRL,Granite Construction Incorporated,GVA,Tutor Perini Corporation,TPC,Nucor Corporation,NUE,Caterpillar Inc.,CAT,,,,,United States (major),,,,,,,,,,,,,,,,,,csv_import
FBIN,CA,"Fortune Brands Innovations, Inc.","Building Products, Equipment & Services",Industrials,Building Products,,,,FALSE,FALSE,FBIN,Housing Starts,Home Remodeling Spending,mortgage rates,TRUE,2025-11-10T06:12:21.138467,Masco Corporation,MAS,Allegion plc,ALLE,ASSA ABLOY AB,ASAZY,,,,,"The Home Depot, Inc.",HD,"Lowe's Companies, Inc.",LOW,"United States (major), Canada (major), China (minor)","Water Innovations, Outdoors, Security",,,,,,,,,,,,,,,,,csv_import
FBIO,CA,"Fortress Biotech, Inc.","Pharmaceuticals, Biotechnology & Life Sciences",Health Care,Biotechnology,,,,FALSE,FALSE,FBIO,Clinical Trial Results,FDA Approvals,Biotech Funding Environment,TRUE,2025-11-10T06:12:21.138476,"BridgeBio Pharma, Inc.",BBIO,Roivant Sciences Ltd.,ROIV,XOMA Corporation,XOMA,IQVIA Holdings Inc.,IQV,"Catalent, Inc.",CTLT,McKesson Corporation,MCK,"Cencora, Inc.",COR,"United States (major), Europe (minor)","Journey Medical Corporation, Checkpoint Therapeutics, Inc., Mustang Bio, Inc.",,,,,,,,,,,,,,,,,csv_import
FBIZ,CA,"First Business Financial Services, Inc.",Banks,Financials,Regional Banks,,,,FALSE,FALSE,FBIZ,interest rates,Loan Growth,Credit Quality,TRUE,2025-11-10T06:12:21.138483,Associated Banc-Corp,ASB,Wintrust Financial Corporation,WTFC,Old National Bancorp,ONB,,,,,,,,,United States - Midwest (major),First Business Bank,,,,,,,,,,,,,,,,,csv_import
FBK,CA,FB Financial Corporation,Banks,Financials,Regional Banks,,,,FALSE,FALSE,FBK,interest rates,Loan Growth,Credit Quality,TRUE,2025-11-10T06:12:21.138490,"Pinnacle Financial Partners, Inc.",PNFP,First Horizon Corporation,FHN,Synovus Financial Corp.,SNV,,,,,,,,,United States - Southeast (major),FirstBank,,,,,,,,,,,,,,,,,csv_import
FBLA,CA,"FB Bancorp, Inc.",Banks,Financials,Regional Banks,,,,FALSE,FALSE,FBLA,interest rates,loan demand,credit quality,TRUE,2025-11-10T06:13:01.429843,"ConnectOne Bancorp, Inc.",CNOB,"Unity Bancorp, Inc.",UNTY,Peapack-Gladstone Financial Corporation,PGC,,,,,,,,,"United States - New Jersey (major), United States - Pennsylvania (major)",First Bank,,,,,,,,,,,,,,,,,csv_import
FBLG,CA,"FibroBiologics, Inc.",Biotechnology,Health Care,Biotechnology,,,,FALSE,FALSE,FBLG,clinical trial data,FDA approval process,biotech funding,TRUE,2025-11-10T06:13:01.429859,Mesoblast Limited,MESO,"Athersys, Inc.",ATHX,Pluristem Therapeutics Inc.,PSTI,,,,,,,,,United States (major),,,,,,,,,,,,,,,,,,csv_import
FBNC,CA,First Bancorp,Banks,Financials,Regional Banks,,,,FALSE,FALSE,FBNC,interest rates,loan growth,credit quality,TRUE,2025-11-10T06:13:01.429867,"United Community Banks, Inc.",UCBI,Ameris Bancorp,ABCB,"HomeTrust Bancshares, Inc.",HTBI,,,,,,,,,"United States - North Carolina (major), United States - South Carolina (major)",First Bank,,,,,,,,,,,,,,,,,csv_import
FBP,CA,First BanCorp.,Banks,Financials,Regional Banks,,,,FALSE,FALSE,FBP,Puerto Rico economy,interest rates,loan growth,TRUE,2025-11-10T06:13:01.429872,"Popular, Inc.",BPOP,OFG Bancorp,OFG,,,,,,,,,,,"Puerto Rico (major), United States - Florida (major), U.S. Virgin Islands (minor)",FirstBank Puerto Rico,,,,,,,,,,,,,,,,,csv_import
FBRT,CA,"Franklin BSP Realty Trust, Inc.",REIT - Mortgage,Real Estate,REIT - Mortgage,,,,FALSE,FALSE,FBRT,interest rates,commercial real estate prices,credit spreads,TRUE,2025-11-10T06:13:01.429880,"Starwood Property Trust, Inc.",STWD,"Blackstone Mortgage Trust, Inc.",BXMT,Ares Commercial Real Estate Corporation,ACRE,JPMorgan Chase & Co.,JPM,Wells Fargo & Company,WFC,,,,,United States (major),,,,,,,,,,,,,,,,,,csv_import
FBRX,CA,"Forte Biosciences, Inc.",Biotechnology,Healthcare,Biotechnology,,,,FALSE,FALSE,FBRX,Clinical Trial Results,FDA Approval Process,Biotech Funding,TRUE,2025-11-10T06:13:51.656539,,,,,,,,,,,,,,,United States (major),,,,,,,,,,,,,,,,,,csv_import
FBYD,CA,"Falcon's Beyond Global, Inc.",Conglomerates,Industrials,Conglomerates,,,,FALSE,FALSE,FBYD,Theme Park Attendance,IP Licensing Revenue,Leisure Travel Spending,TRUE,2025-11-10T06:13:51.656557,The Walt Disney Company,DIS,Comcast Corporation,CMCSA,"SeaWorld Entertainment, Inc.",SEAS,,,,,"Meliá Hotels International, S.A.",MEL.MC,,,"United States (major), Caribbean (major), Middle East (major)","Falcon's Creative Group, Falcon's Beyond Destinations, Falcon's Beyond Brands",,,,,,,,,,,,,,,,,csv_import
